"year","price","transmission","mileage","tax","mpg","engineSize"
"2015","19500","Automatic","99960","200","45.6","2.1"
"2015","13000","Manual","69930","20","68.9","1.6"
"2015","10500","Manual","115920","30","62.8","2.1"
"2014","10795","Manual","71240","30","62.8","2.1"
"2015","10000","Manual","81520","20","70.6","1.5"
"2015","11500","Automatic","101540","20","64.2","2.1"
"2015","14000","Automatic","57090","30","62.8","2.1"
"2015","10795","Automatic","136760","0","76.4","2.1"
"2015","13295","Automatic","87980","0","134.5","2.0"
"2017","19995","Automatic","37000","145","56.5","2.2"
"2011","9995","Automatic","90000","235","43.5","3.0"
"2016","33995","Automatic","35000","330","31.0","4.7"
"2004","2995","Automatic","113000","300","39.2","2.7"
"2015","15995","Automatic","52000","20","67.3","2.1"
"2017","13495","Manual","33000","150","51.4","1.6"
"2016","15699","Semi-Auto","22500","20","68.9","2.1"
"2018","14990","Manual","41000","145","68.9","1.5"
"2012","12995","Automatic","72700","235","41.5","3.0"
"2015","16295","Automatic","34000","145","54.3","3.0"
"2015","13195","Automatic","51344","30","64.2","2.1"
"2015","13795","Automatic","71280","20","62.8","2.1"
"2016","12795","Automatic","99100","125","60.1","2.1"
"2014","10500","Manual","91430","20","68.9","2.1"
"2015","12995","Automatic","131790","0","74.3","2.1"
"2015","11495","Automatic","131180","125","60.1","2.1"
"2016","14000","Manual","47020","125","51.4","1.6"
"2016","13195","Automatic","102580","30","61.4","2.1"
"2018","18399","Automatic","8804","145","28.5","1.3"
"2015","16499","Automatic","33707","30","64.2","2.1"
"2017","14999","Manual","21733","145","68.9","1.5"
"2016","13399","Manual","16538","30","65.7","2.1"
"2015","14000","Automatic","73960","30","64.2","2.1"
"2016","12195","Automatic","94440","30","64.2","2.1"
"2016","11000","Manual","100950","20","65.7","2.1"
"2016","15000","Automatic","66950","0","134.5","2.0"
"2015","14500","Automatic","54500","30","62.8","2.1"
"2015","18199","Automatic","33720","30","64.2","2.1"
"2017","15599","Manual","13027","145","51.4","1.6"
"2015","11899","Manual","46835","30","64.2","2.1"
"2015","13699","Manual","30035","20","68.9","1.5"
"2016","14799","Manual","33202","30","62.8","2.1"
"2016","12499","Automatic","42406","20","70.6","1.5"
"2016","13799","Manual","23646","20","72.4","1.5"
"2008","5875","Automatic","70000","305","34.5","1.8"
"2013","9990","Manual","32713","0","74.3","1.5"
"2014","10990","Manual","48494","150","50.4","1.6"
"2001","1695","Automatic","108800","325","31.7","3.2"
"2015","17950","Semi-Auto","17568","20","70.6","2.1"
"2017","20995","Automatic","32664","145","40.9","2.0"
"2016","15299","Manual","18577","20","68.9","1.5"
"2014","11999","Automatic","56477","30","64.2","2.1"
"2017","14699","Manual","18154","145","65.7","2.1"
"2018","18999","Automatic","31708","145","61.4","2.1"
"2013","12999","Automatic","49737","30","64.2","2.1"
"2014","14995","Automatic","20437","125","57.7","2.1"
"2018","22738","Automatic","24000","150","61.4","0.0"
"2003","3376","Automatic","105000","230","39.2","2.7"
"2013","11595","Manual","51000","125","61.4","1.8"
"2018","24999","Automatic","9695","145","64.2","2.0"
"2016","23299","Automatic","24735","30","65.7","2.1"
"2013","10699","Automatic","35116","145","56.5","2.1"
"2018","19439","Automatic","9385","145","28.5","1.3"
"2015","13000","Manual","19561","145","48.7","1.6"
"2015","12299","Manual","37274","20","70.6","1.5"
"2017","14499","Manual","13410","145","72.4","1.5"
"2018","19069","Manual","11107","145","51.4","1.6"
"2011","7449","Automatic","80268","145","56.5","2.1"
"2014","13499","Manual","49491","125","50.4","1.6"
"2016","16999","Automatic","34586","125","56.6","2.1"
"2015","11869","Manual","42379","20","72.4","1.5"
"2017","15199","Manual","34243","20","68.9","1.5"
"2017","19199","Automatic","45960","0","134.5","2.0"
"2016","14799","Automatic","47130","20","67.3","2.1"
"2018","20599","Automatic","22073","145","72.4","2.0"
"2015","14819","Automatic","47012","30","62.8","2.1"
"2013","11999","Automatic","25525","160","46.3","1.6"
"2018","14999","Automatic","9867","145","68.9","2.1"
"2016","13499","Manual","55154","20","65.7","1.6"
"2014","8699","Manual","59587","30","61.4","1.5"
"2018","20699","Automatic","14505","145","50.4","1.6"
"2013","10499","Automatic","43739","145","56.5","2.1"
"2016","19999","Automatic","30497","0","134.5","2.0"
"2013","10699","Automatic","57062","145","54.3","2.1"
"2017","17399","Automatic","10707","145","68.9","2.1"
"2018","19399","Automatic","9047","145","60.1","2.1"
"2018","19999","Automatic","13436","145","50.4","1.6"
"2019","24899","Automatic","7137","145","47.1","1.5"
"2015","19699","Automatic","35995","235","37.7","3.5"
"2017","12999","Automatic","64106","145","70.6","2.1"
"2016","15939","Manual","16489","20","68.9","1.5"
"2018","19999","Automatic","25396","145","61.4","2.1"
"2011","7999","Manual","64000","235","38.7","1.8"
"2014","9799","Manual","52000","20","72.4","1.5"
"2015","14995","Automatic","27986","125","57.7","2.2"
"2016","18995","Automatic","53000","145","56.5","2.1"
"2015","10799","Manual","76157","125","51.4","2.0"
"2018","19499","Automatic","10493","145","64.2","2.1"
"2017","15399","Manual","14174","145","65.7","2.1"
"2018","21999","Automatic","36926","145","61.4","2.0"
"2015","19689","Automatic","75358","200","39.2","2.1"
"2018","16699","Manual","26758","145","51.4","1.6"
"2014","14199","Automatic","49241","20","64.2","2.1"
"2010","9995","Automatic","51238","300","37.2","3.0"
"2015","15995","Semi-Auto","38000","125","60.1","2.1"
"2008","6775","Automatic","65000","290","34.4","1.8"
"2013","10675","Manual","75000","160","52.3","2.1"
"2013","8975","Manual","60000","20","72.4","1.5"
"2015","10995","Manual","77000","20","70.6","1.5"
"2007","5995","Semi-Auto","62000","260","42.2","2.1"
"2010","5975","Automatic","90000","205","47.9","2.1"
"2014","16499","Automatic","35598","145","55.4","2.1"
"2016","13450","Semi-Auto","39266","20","74.3","1.5"
"2014","16450","Automatic","41000","30","64.2","2.1"
"2018","18700","Automatic","19941","150","65.7","1.6"
"2015","14499","Manual","59558","30","62.8","2.1"
"2016","15921","Manual","20952","20","68.9","1.5"
"2016","30000","Automatic","27000","160","50.4","3.0"
"2014","15695","Automatic","38800","125","57.7","2.1"
"2009","3995","Automatic","131711","300","27.7","3.0"
"2014","10995","Automatic","68000","30","62.8","1.8"
"2010","12995","Automatic","46000","555","31.0","3.0"
"2007","6750","Automatic","67000","555","28.8","3.0"
"2017","21399","Automatic","26213","30","65.7","2.1"
"2010","8949","Automatic","94873","220","44.1","3.0"
"2010","7449","Automatic","155876","540","32.5","3.0"
"2016","17295","Automatic","21068","20","74.3","1.5"
"2016","16449","Automatic","27268","30","64.2","2.1"
"2018","19879","Automatic","12215","145","28.5","1.3"
"2017","16919","Manual","8961","20","68.9","1.5"
"2015","13959","Manual","28051","145","49.6","1.6"
"2016","19499","Manual","7925","200","41.5","2.0"
"2016","14459","Manual","43132","20","68.9","1.5"
"2016","17779","Manual","17757","125","53.3","2.0"
"2016","14739","Manual","15664","125","53.3","2.0"
"2014","12995","Manual","28436","145","54.3","2.1"
"2007","2795","Manual","79485","200","45.6","1.5"
"2016","12441","Automatic","67558","20","67.3","2.1"
"2016","16299","Semi-Auto","52819","20","67.3","2.1"
"2016","18999","Automatic","25334","125","51.4","2.0"
"2016","14799","Manual","27636","20","68.9","1.5"
"2014","16499","Automatic","34032","30","64.2","2.1"
"2013","11599","Automatic","29526","145","50.4","1.6"
"2015","16679","Automatic","35592","20","64.2","2.1"
"2018","19999","Automatic","24564","145","61.4","2.1"
"2018","16869","Manual","24117","145","62.8","2.1"
"2011","11999","Automatic","75857","325","33.2","3.0"
"2014","12899","Automatic","60690","145","55.4","2.1"
"2018","19799","Automatic","20173","145","61.4","2.1"
"2018","19699","Automatic","17231","145","50.4","1.6"
"2017","15499","Manual","20753","145","68.9","1.5"
"2016","13999","Manual","28960","20","72.4","1.6"
"2015","11499","Manual","13437","30","64.2","2.1"
"2018","21500","Automatic","20304","145","72.4","2.0"
"2019","17999","Automatic","9683","145","46.3","1.5"
"2016","16879","Automatic","74252","0","134.5","2.0"
"2015","14370","Automatic","49468","20","64.2","2.1"
"2015","18199","Automatic","24352","20","68.9","2.1"
"2015","16999","Automatic","55978","30","61.4","2.1"
"2017","17399","Automatic","69751","125","56.5","2.1"
"2016","12999","Manual","18593","0","80.7","1.5"
"2016","15999","Manual","24017","145","49.6","1.6"
"2014","12499","Manual","48846","30","62.8","2.1"
"2013","10199","Manual","58654","160","52.3","2.1"
"2016","14799","Manual","38764","20","68.9","2.1"
"2017","14999","Manual","52417","145","67.3","2.1"
"2016","19349","Automatic","33608","20","67.3","2.1"
"2018","17699","Manual","25458","145","48.7","1.6"
"2018","18999","Automatic","8942","145","48.7","1.6"
"2018","18799","Automatic","28848","145","64.2","2.1"
"2018","18499","Automatic","16872","145","65.7","1.5"
"2014","8999","Automatic","85699","30","64.2","2.1"
"2017","16999","Automatic","33368","145","64.2","2.1"
"2017","13499","Manual","27654","145","72.4","1.5"
"2017","14999","Manual","47106","20","70.6","1.6"
"2014","11499","Manual","43830","20","70.6","1.5"
"2016","13999","Manual","38425","20","68.9","1.5"
"2017","13899","Manual","50827","20","72.4","1.5"
"2012","7899","Automatic","74397","145","47.9","1.6"
"2016","15699","Manual","26809","20","67.3","2.1"
"2016","18399","Automatic","45250","30","64.2","2.1"
"2017","19399","Automatic","47053","125","60.1","2.1"
"2013","13599","Automatic","15759","125","58.9","2.1"
"2017","15999","Automatic","23224","20","74.3","1.5"
"2015","12800","Automatic","70804","125","60.1","2.1"
"2018","19899","Automatic","26439","145","72.4","2.0"
"2018","21199","Automatic","10815","145","60.1","2.1"
"2016","17399","Automatic","35805","20","72.4","2.0"
"2013","8099","Automatic","86136","145","57.7","2.1"
"2014","17499","Automatic","24809","200","42.8","2.0"
"2016","15391","Manual","9578","20","70.6","2.1"
"2016","19299","Automatic","24267","145","54.3","3.0"
"2014","11999","Automatic","46931","145","53.3","2.1"
"2012","15699","Automatic","62639","300","39.2","3.0"
"2018","17149","Manual","18828","145","51.4","1.6"
"2016","15699","Automatic","80652","20","67.3","2.0"
"2015","12437","Automatic","95008","125","56.5","2.1"
"2015","15299","Automatic","41270","20","62.8","2.1"
"2018","19999","Automatic","12471","145","50.4","1.6"
"2017","27999","Automatic","30827","200","47.9","2.1"
"2015","15175","Automatic","19511","20","64.2","2.1"
"2017","19599","Automatic","37722","145","65.7","2.0"
"2018","22899","Automatic","10346","145","43.5","2.0"
"2013","11250","Automatic","43959","125","57.7","2.1"
"2017","15599","Manual","11665","145","65.7","2.1"
"2018","23799","Automatic","4618","145","53.3","1.3"
"2016","13699","Automatic","31817","0","76.4","1.5"
"2016","15199","Automatic","47360","20","64.2","2.1"
"2016","19799","Manual","16225","145","49.6","2.0"
"2016","16999","Manual","25668","125","51.4","1.6"
"2011","13299","Automatic","28738","200","46.3","3.0"
"2015","14699","Automatic","69037","0","76.4","2.1"
"2016","14499","Manual","31143","30","62.8","2.1"
"2012","14999","Automatic","75626","200","44.8","2.1"
"2016","17699","Automatic","32044","20","64.2","2.1"
"2014","12950","Automatic","59000","195","44.1","2.0"
"2008","5850","Automatic","78954","300","34.4","1.8"
"2010","6949","Automatic","259000","540","30.7","3.0"
"2015","16500","Automatic","37000","30","61.4","2.1"
"2010","18000","Automatic","32450","540","29.1","3.5"
"2007","4500","Automatic","94000","520","29.4","0.0"
"2008","6495","Semi-Auto","96000","565","28.8","3.0"
"2016","19599","Automatic","27032","30","65.7","2.0"
"2017","14399","Manual","18862","145","53.3","2.0"
"2017","17499","Automatic","35652","135","134.5","2.0"
"2016","17999","Automatic","48485","125","58.9","2.1"
"2013","10599","Automatic","51140","145","50.4","1.6"
"2017","20500","Automatic","56316","125","56.5","2.1"
"2016","15699","Automatic","42506","20","68.9","2.1"
"2016","18399","Automatic","30269","20","67.3","2.1"
"2016","17799","Automatic","53613","30","64.2","2.1"
"2017","16995","Manual","14602","20","67.3","2.1"
"2015","12299","Manual","73227","125","52.3","2.0"
"2018","20999","Automatic","2880","145","56.5","2.1"
"2017","19999","Automatic","37259","145","65.7","2.0"
"2018","20899","Automatic","14026","145","56.5","2.1"
"2018","20299","Automatic","9562","145","61.4","2.1"
"2015","16499","Automatic","49838","125","55.4","2.1"
"2015","12599","Manual","50299","20","70.6","1.6"
"2015","17299","Automatic","25758","0","78.5","2.1"
"2016","17499","Automatic","26561","125","58.9","2.1"
"2015","17499","Automatic","51974","125","57.7","2.1"
"2013","14999","Automatic","41920","200","47.1","3.0"
"2016","15399","Automatic","49586","20","64.2","2.1"
"2018","18699","Automatic","11825","145","65.7","1.5"
"2016","17199","Manual","42215","20","67.3","2.1"
"2018","17499","Automatic","21548","145","65.7","1.5"
"2014","14899","Automatic","43632","145","55.4","2.1"
"2018","21999","Automatic","20892","145","43.5","2.0"
"2018","17499","Automatic","22767","145","65.7","1.5"
"2015","17799","Automatic","24963","125","55.4","2.1"
"2004","1995","Semi-Auto","165000","330","20.0","3.7"
"2013","9499","Automatic","34875","30","64.2","1.8"
"2009","5295","Automatic","112000","200","46.3","2.1"
"2011","6995","Automatic","120899","200","40.4","1.8"
"2012","5250","Automatic","170000","145","54.3","2.1"
"2005","1995","Automatic","105000","260","43.5","2.1"
"2019","31990","Automatic","1000","260","35.8","2.3"
"2018","28490","Automatic","3500","250","35.8","2.3"
"2019","33990","Automatic","13000","260","31.4","3.0"
"2013","8495","Manual","74000","0","74.3","1.5"
"2018","29490","Automatic","5000","250","35.8","2.3"
"2018","28990","Automatic","10000","240","35.8","2.3"
"2019","28990","Automatic","4000","260","35.8","2.3"
"2019","38990","Automatic","8000","260","31.4","3.0"
"2017","25490","Automatic","5000","150","48.7","2.1"
"2012","13199","Automatic","48579","200","46.3","3.0"
"2013","9999","Manual","58358","20","72.4","1.5"
"2016","15595","Manual","19891","20","68.9","1.5"
"2017","15799","Manual","9330","145","51.4","1.6"
"2015","12299","Manual","43610","20","72.4","1.5"
"2016","15499","Manual","63478","20","68.9","2.1"
"2016","14999","Automatic","59243","20","64.2","2.1"
"2018","22699","Automatic","29911","145","65.7","2.0"
"2013","11899","Automatic","62051","145","54.3","2.1"
"2017","31750","Automatic","18075","145","35.3","3.0"
"2015","26750","Automatic","38570","260","36.7","3.0"
"2013","5995","Manual","127600","125","51.4","2.1"
"2017","30795","Automatic","35980","160","52.3","3.0"
"2014","13750","Automatic","37066","20","64.2","2.1"
"2016","16250","Automatic","23196","30","65.7","1.6"
"2017","18841","Automatic","30477","145","56.5","2.1"
"2018","17450","Automatic","21936","145","51.4","2.0"
"2016","11950","Automatic","82177","20","68.9","2.1"
"2015","15400","Automatic","17500","125","51.4","1.6"
"2018","28990","Automatic","14000","240","35.8","2.3"
"2005","3485","Automatic","79191","325","32.5","1.8"
"2013","9450","Manual","50380","125","51.4","1.6"
"2016","13599","Automatic","29917","0","74.3","2.1"
"2016","12799","Manual","35699","20","72.4","1.5"
"2019","26995","Automatic","10765","145","57.7","2.0"
"2017","21995","Automatic","17413","145","58.9","2.1"
"2019","34995","Automatic","4129","140","201.8","2.0"
"2002","3790","Automatic","98000","325","24.6","5.0"
"2010","6794","Automatic","69173","205","45.6","2.1"
"2015","16975","Automatic","42000","30","61.4","2.1"
"2011","11975","Automatic","75000","200","46.3","3.0"
"2010","11975","Automatic","79000","555","29.1","3.5"
"2017","16750","Semi-Auto","30000","20","68.9","2.1"
"2017","17599","Automatic","50212","145","61.4","1.6"
"2018","22199","Automatic","22027","145","61.4","2.0"
"2014","11019","Automatic","68184","145","50.4","1.6"
"2016","14799","Automatic","16307","20","74.3","1.5"
"2006","3200","Automatic","86000","565","28.2","3.5"
"2013","16500","Automatic","22000","165","47.9","3.0"
"2014","16395","Automatic","46000","145","55.4","2.1"
"2011","5195","Automatic","60000","165","52.3","2.0"
"2016","17299","Automatic","11684","20","67.3","2.1"
"2018","17999","Automatic","38169","145","60.1","2.1"
"2016","11999","Manual","65548","20","72.4","1.6"
"2018","17999","Automatic","9827","145","65.7","1.5"
"2012","13999","Automatic","28500","200","42.8","1.8"
"2018","36790","Automatic","9500","260","31.4","3.0"
"2016","13599","Manual","20146","20","68.9","2.1"
"2016","12459","Automatic","93948","30","62.8","2.1"
"2016","13499","Manual","23453","20","72.4","1.5"
"2015","13999","Automatic","53652","125","61.4","2.1"
